cerrado_ticket,escalado_ticket,canal_reclamacion_regulador,fecha_apertura_reclamacion,fecha_resolucion_reclamacion,tipo_registro,numero_fila_activa,numero_fila_cerradas,producto_aprobado,productos_activos,id
True,False,BM - PAGOS MÓVILES (Apps),2023-11-04,30/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,2300788b218f35e121b90132e6cc309154dd86446e399222ef390576f23e6a86
True,False,EB - E-BANKING,2023-12-26,05/01/2024,Reclamación,9.611687812379854e-05,0.0,TC,TC-CUENTA,d1f60a23b32416729391607a0fc2eeee438e4c3dffdf38b8389eb0cee616bef0
True,False,BM - PAGOS MÓVILES (Apps),2023-12-03,15/12/2023,Solicitud,0.0,0.0,TC,CUENTA-PRESTAMOS,2a25cf18ea4dbf90aa880d0f5524787947024009787a0f621e5fd0c84477a9bc
True,False,EB - E-BANKING,2024-01-03,12/01/2024,Solicitud,0.0007689350249903,0.0,TC Garantizada,CUENTA,ec4ddc72fe6445767ca8d5756e1b1d456e68da70518fda5ce3ce78395aa56492
True,False,BM - PAGOS MÓVILES (Apps),2024-01-04,17/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,9e48873daeab11666a1a5eb8afebc187d7e23e0b3e483944064ca67eb97f79ce
True,False,EB - E-BANKING,2023-07-18,20/07/2023,Reclamación,0.0001922337562475,0.0001519641364637,TC Garantizada,TC-CUENTA,762c52a0498b926bad2eb00dd5901a95a05fa7abb62c1bf1b2c7932a2fa72737
True,False,EB - E-BANKING,2023-11-23,28/11/2023,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,e85a95b0fbb6bbe339cccf98d5b0832a7a4e20d35a44149785d5484e73e4f4dd
True,False,BM - PAGOS MÓVILES (Apps),2023-12-30,03/01/2024,Solicitud Email,0.0,0.0,TC,CUENTA,28e703c5fc7aaaf0cbd4179d85507b2779560f255bd12db225f097fa38406f3c
True,False,EB - E-BANKING,2023-11-30,24/01/2024,Reclamación,0.0,0.0,TC,TC-CUENTA,3331f9b2339242ec2d8f8f01e46c143c5ca8ffe721cf0cc35775cdd28e3adb29
True,False,BM - PAGOS MÓVILES (Apps),2023-08-12,14/08/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,c33078796f83013e945d577f75d9bb926e5056f9f4c5efa7f206dd16ddb21ba8
True,False,EB - E-BANKING,2023-09-25,06/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,abe3b9c8a73f5ed1ddc929aacfa15897112c15526dfabc9309d329d3e176bd40
True,False,EB - E-BANKING,2024-01-16,19/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,0cce8dd394f7fe71a33bcface213a6bff128059ea28a623a6c08bd653e05339e
True,False,BM - PAGOS MÓVILES (Apps),2023-09-11,14/09/2023,Solicitud Email,0.0,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,2cc08da9356f174c3ad090f106023ba6c95a2caca2b48594d73c3fa8517643d8
True,False,EB - E-BANKING,2023-11-14,21/11/2023,Reclamación,0.0004805843906189,0.0003039282729275,TC Garantizada,TC-CUENTA,31d189434092417bb90d686a66542a77b496c5cdede7dce410c6293c5edfca6d
True,False,EB - E-BANKING,2023-12-07,08/12/2023,Reclamación de cuentas,0.0,0.0,TC Garantizada,TC-CUENTA,bb38c8df113e4fe9af68d6c0449aafcb281bf6723dad1ae0608f93a905efcb4c
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-11-18,12/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,7c73eca597cd364782f52259ea511fa7b67ee2430a1cd1ad6cd886d585734b05
True,False,BM - PAGOS MÓVILES (Apps),2023-11-09,15/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,0980afcab58b8504c8e5772571f9a6974b6ca8e3affb8f328d26e95fd863904c
True,False,EB - E-BANKING,2023-11-26,29/11/2023,Reclamación,0.0,7.598206823189727e-05,TC Garantizada,TC-CUENTA,609ed24120ac48319051e40378f79c738cb6d5581b3a0ad335b467af60ff463d
True,False,BM - PAGOS MÓVILES (Apps),2024-01-10,15/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,525ddbec63168e6290f096e761d3f82d799296fd601429259963f8b600873be7
True,False,BM - PAGOS MÓVILES (Apps),2023-11-21,04/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,fbfa3a2b758242e26534df2cecd5c2b335670ce7719c1afdeef3c1d00205701a
True,False,BM - PAGOS MÓVILES (Apps),2023-10-24,30/11/2023,Solicitud,0.0,0.0001519641364637,TC Garantizada,TC-CUENTA,dc549371ce6ce6442d5c2978eed977071830f7b32251867fc35af5434b3bda79
False,False,BM - PAGOS MÓVILES (Apps),2023-09-13,,Solicitud de funcionalidad,0.6342752787389465,0.9256895372692044,TC,TC-CUENTA,d7620c3762c8a60bf5846ebab90472623d7bdff8040f00eb1bbd51bd87d51648
True,False,BM - PAGOS MÓVILES (Apps),2024-01-30,31/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,1a8056e207f0678abd04a3490fed64e8afb3eb7def81b3b4db0eaf7319b162de
True,False,BM - PAGOS MÓVILES (Apps),2023-07-28,10/08/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,3f9d7b5253245bc04e4c41dee12fce34c9e821e6ec1c19a16a93bce022816cd1
True,False,EB - E-BANKING,2023-08-29,05/09/2023,Reclamación,0.0003844675124951,7.598206823189727e-05,TC Garantizada,TC-CUENTA,31d189434092417bb90d686a66542a77b496c5cdede7dce410c6293c5edfca6d
True,False,EB - E-BANKING,2024-01-24,22/04/2024,Reclamación,9.611687812379854e-05,0.0,TC,CUENTA,38dc03d7e190cb0dda8ba45fa3ea472c7408a5c2b7042b10e67a44120ffda49d
True,False,BM - PAGOS MÓVILES (Apps),2023-11-08,07/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,257b0772f4ecfde836a65a9b39c1931c5972fc0ba61733a83a92ea1fb7d776e8
True,False,BM - PAGOS MÓVILES (Apps),2023-12-07,08/12/2023,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,2f2936989dd4ee7e8eeae2667bca31dcf53dc03116e6103c42a18272dd0cb4cc
True,False,EB - E-BANKING,2023-12-08,08/12/2023,Solicitud,0.0,0.0,TC,TC ONBOARDING,00d6103fa613a7d699cf9d3c1c6909771dea9c0f4c017af3b9efcf7648c34ab7
True,False,EB - E-BANKING,2023-09-19,22/09/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,03edaf8b4fc7de77f0de1acfbdf661f5d5d2b30c71a8e960aeb7d64d0692e1bb
True,False,EB - E-BANKING,2024-02-16,16/02/2024,Reclamación,0.0001922337562475,7.598206823189727e-05,TC Garantizada,CUENTA,d3f5ce7f0c5f1ee364261baf2120d82adef94608076004137b43f2500da0bf85
True,False,EB - E-BANKING,2024-01-06,16/01/2024,Reclamación,0.0,0.0,TC,TC-CUENTA,af72c37505ba666076c178ee37f080fdf78c3e84673905433345ede6170b1791
True,False,BM - PAGOS MÓVILES (Apps),2024-01-31,01/02/2024,Solicitud Email,0.0,0.0,TC,TC-CUENTA,bf888a9c000c43b09216fb91e44317dca3acf0173b370b200bd70bf39369c9c3
True,False,EB - E-BANKING,2023-10-25,26/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,8efdc439980ce504b3fba1a01b992c4f70cb0b1eb259d2e3469a5a9b06935e8d
True,False,EB - E-BANKING,2023-12-16,19/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,cff0904cc3b2196b94d6a737dd57d69624d49c37983337eed4261aa1826b7e67
True,False,BM - PAGOS MÓVILES (Apps),2024-02-09,13/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,537082baff59366cdbb2007596c4f7687e62214fb37421a6f9eabfcef8492c73
True,False,BM - PAGOS MÓVILES (Apps),2023-10-03,04/10/2023,Solicitud Email,0.0,0.0,TC,TC-CUENTA,1532daf2622519fdef90eb9466d48e8fcd9b07c213ae95925e30d1d0268e20f9
True,False,BM - PAGOS MÓVILES (Apps),2023-09-28,05/10/2023,Solicitud,9.611687812379854e-05,0.0,TC,CUENTA,ece92249519963b072d0d0122819a4c04c7b3ab14dca3f1d193c67a1e5856e58
True,False,BM - PAGOS MÓVILES (Apps),2023-09-14,20/09/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,8b350418e7ae809c0a344d2d795edf9a5680c228751629a889f930f9f1f605d0
True,False,BM - PAGOS MÓVILES (Apps),2023-11-06,14/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,b8971ab8368aaf1d930da1638a8851a8ef608136873cc68bb20784fb076f24bd
True,False,BM - PAGOS MÓVILES (Apps),2023-12-11,14/12/2023,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,420f2fac2f546318ace664e55f6538c47e7568b1ee8ad1585f2179c5cdbc23a1
True,False,EB - E-BANKING,2024-02-01,05/02/2024,Reclamación,0.0,0.0,TC,TC-CUENTA,f3c30374f9dc25d62c7a983c86db708ba51e378c9ae08aef110a8863553c4eec
True,False,EB - E-BANKING,2023-10-23,26/10/2023,Reclamación,0.0,0.0,TC,CUENTA,78f85f4d72bfe9b24b7ac49a08c180fba4203cc03b66f469ed2d7034339df658
True,False,BM - PAGOS MÓVILES (Apps),2023-12-19,22/12/2023,Solicitud,0.0,0.0,TC,CUENTA-PRESTAMOS,2a25cf18ea4dbf90aa880d0f5524787947024009787a0f621e5fd0c84477a9bc
True,False,EB - E-BANKING,2024-01-25,27/01/2024,Solicitud,0.0,0.0,TC Garantizada,CUENTA,14a6dd0d7555bf4e43f60431c252a51cde82915a0f3e049fb13ef086cb85a83a
True,False,EB - E-BANKING,2023-10-26,27/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,133073c0993297568f0cc28f68f92da46e396b8b7d119b27f80927e6b19255a4
True,False,EB - E-BANKING,2023-12-04,22/12/2023,Reclamación Prestamo,0.0,0.0,TC,TC-CUENTA,fc29881b5d4bcc3c5841d1a4a705fed4e01c4037acc57427874e279f7faaf3db
True,False,BM - PAGOS MÓVILES (Apps),2024-02-06,08/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,dd3df7928e41e48d25108e2e168d9619e65039b9836c5cb98ee55735cb1b91e6
True,False,BM - PAGOS MÓVILES (Apps),2023-11-11,16/11/2023,Solicitud Email,0.0,0.0,TC,TC,e913f6217dd4be2fc286d89c86356fe82db9ba29f9cb42f6d981d2b2c7c26d47
False,False,BM - PAGOS MÓVILES (Apps),2024-01-31,,Solicitud,0.9285851595540175,0.9810804650102576,TC,TC-CUENTA,7f892ec43bab62e09f7c36c8b74b9d8c63e8f8619bf55d436518835313f79ba2
True,False,EB - E-BANKING,2023-10-27,30/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,928cc83b6c70fd3d151cdcedebf420acb960bfad1e9d3397641d0d576e30718d
True,False,EB - E-BANKING,2023-12-03,04/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,c55bee2eb0dea50880e2d02e92584b5d58d8318d02694c2c3656e139bb7b5867
True,False,BM - PAGOS MÓVILES (Apps),2023-10-06,09/10/2023,Solicitud Email,0.0,0.0,TC Garantizada,TC-CUENTA,fc0f023b2fd677c986dd6c453a64495af3d5b78b888fa21820926930f5b575c7
True,False,BM - PAGOS MÓVILES (Apps),2023-07-21,28/07/2023,Solicitud Email,0.0,0.0,TC,TC-CUENTA,7df6903f86a3ca1bcba8b1a4cc488b77cd9457754f13ad9aef1fd513e0d013ef
True,False,EB - E-BANKING,2023-09-27,12/10/2023,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,7ab145c7a1e13ff145890411c811296d02f62b39ce14a58eb71e932e490eafd6
True,False,EB - E-BANKING,2024-02-25,12/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,d413f3767c64fe325288383089b7a2fcba3580c4ef28279ecdaab1d1bac17f9a
True,False,EB - E-BANKING,2024-01-23,23/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,5b8e86506e0e0bc6ed5faa72f85cdb13431c246a9d99c929b6b50436230b13ea
True,False,EB - E-BANKING,2023-09-22,03/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,e43d6c5773e764b90f9cc5136588d6990bd6cbe9200455ce8d42447a8ed61f7d
True,False,BM - PAGOS MÓVILES (Apps),2023-10-26,16/01/2024,Solicitud Email,0.0,0.0,TC,CUENTA,ab4e0a8114c9f36250f27e86f98be1534a99624226cdd11c9465a6a4d100c16c
True,False,BM - PAGOS MÓVILES (Apps),2023-09-07,14/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,d1ddfab09afbe304c00bb180a3d0a5b52f4dd331e5e6c429db4788de966a02b5
True,False,EB - E-BANKING,2024-02-25,26/02/2024,Solicitud,0.0,0.0,TC Garantizada,CUENTA-PRESTAMOS,e5a7ada700ece1b0ecb2222aa455a4a05226a9ec3174874d53803038a01cf57e
True,False,EB - E-BANKING,2023-12-04,05/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,275be9debc7e79c16dd819d0c6750eaf960b24d49e885bae06dec4a6bd785867
True,False,PA - PROCESO INTERNO AUTORIZADO,2024-03-01,25/07/2024,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,f0b03b450c7e6f1e1755f8e52d9cd3ee9a086f15b4e53fa29bf40b62b6bd7089
True,False,BM - PAGOS MÓVILES (Apps),2024-01-18,27/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,c727c02c78e845ba47cdc59991536aed4d352a3928c7f6b2df8c1accb5f8d400
True,False,BM - PAGOS MÓVILES (Apps),2023-09-17,21/09/2023,Solicitud Email,0.0,0.0,TC,TC-CUENTA,6d2a3f117eef80f550c11e63fb53408fa20db5291277407f784f2035dfe39bec
True,False,BM - PAGOS MÓVILES (Apps),2023-08-10,14/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,9a797aad1c4532b84aec4ea9979e17213e62212f104eb030b0fb2e3c6e13a5ce
False,False,BM - PAGOS MÓVILES (Apps),2023-09-20,,Solicitud de funcionalidad,0.6424452133794695,0.928272927589089,TC Garantizada,TC-CUENTA,efd560ce3015bdf0809e038607857b5dd7898af0916d17cbcce32cefc4e42e6d
True,False,BM - PAGOS MÓVILES (Apps),2024-02-27,15/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,448e642b23953b2c9cdec84b2a5b6c5b0cdc366cb37b3e1057d42dc8defc7cf5
True,False,BM - PAGOS MÓVILES (Apps),2023-09-20,02/10/2023,Solicitud,0.0,0.0,TC,CUENTA,e3d9a9a0964dcae70dd8a25f096523468aa243e64dffae83225f0184bcfc01ce
True,False,EB - E-BANKING,2023-12-30,12/01/2024,Solicitud,0.0004805843906189,0.0001519641364637,TC Garantizada,CUENTA,ec4ddc72fe6445767ca8d5756e1b1d456e68da70518fda5ce3ce78395aa56492
True,False,BM - PAGOS MÓVILES (Apps),2023-10-23,25/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,dfd09ada206bb0507c6162073ea8f0f4d41b538f621df28e004f4598e485239f
True,False,BM - PAGOS MÓVILES (Apps),2024-02-01,21/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,c303c132d3cd82ad7fc0c0f8d9d8d8b1d8d8b0803c0ecc3a15c39540ba46f9cb
True,False,EB - E-BANKING,2023-12-08,08/01/2024,Reclamación de cuentas,0.0,0.0,TC,TC-CUENTA,d622b28cfb895df60b1c1499300f5c04c3568e6050bf70e6f5f4450c1ebfc315
True,False,EB - E-BANKING,2023-10-30,01/11/2023,Reclamación,9.611687812379854e-05,0.0,TC Garantizada,TC-CUENTA,bea46634d34001707e3d34c839a37393d57790ff3a74b59c9c445cad3274f43a
True,False,BM - PAGOS MÓVILES (Apps),2023-12-13,18/12/2023,Solicitud,0.0001922337562475,0.0001519641364637,TC Garantizada,TC-CUENTA,e37d1dc87a1ced003349eba9c52e0c6b7703db5771bd5ef1b91b0bbb49bd36fc
True,False,BM - PAGOS MÓVILES (Apps),2023-11-30,15/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,454b73587c49a25bedfb56cdc8439f63544a3a6cfa5de0b9c033d4e79370c6c0
True,False,BM - PAGOS MÓVILES (Apps),2023-11-02,10/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,7152ab21df4a0a240822b6c1dc2ff1282b0227ec730a3e99c63beb4d043ecb37
True,False,BM - PAGOS MÓVILES (Apps),2023-10-10,18/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,6c7631a8da36e0ffcd3054614724ff24be1de6f01d883c8beaa0b273ae49d377
True,False,BM - PAGOS MÓVILES (Apps),2023-10-11,17/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,a82c094531f0a717efd19e526eff3795cf3016d4105f174bd9311040216fef71
True,False,BM - PAGOS MÓVILES (Apps),2023-10-12,12/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,3d18f8ea1b588f5b861debe05a9e9a45466dc58cd5d91b0e40beca2f95a616be
True,False,BM - PAGOS MÓVILES (Apps),2023-11-01,15/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,3c4ab45681dbf8b2ba7a301565af52ab23b27d3a103e0ae4aa10ca05b168dd31
True,False,BM - PAGOS MÓVILES (Apps),2024-01-13,17/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,ddd978ad4c8b78ca54fe0a60b42813c642a9f732cc62fbe6700d17934a9a0739
True,False,BM - PAGOS MÓVILES (Apps),2023-08-11,17/08/2023,Solicitud,0.0,0.0,TC,TC,e913f6217dd4be2fc286d89c86356fe82db9ba29f9cb42f6d981d2b2c7c26d47
True,False,BM - PAGOS MÓVILES (Apps),2023-09-27,05/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,68be00af32725d50bef5af173d0f514afbc35869e4845941553500151014dcf4
True,False,BM - PAGOS MÓVILES (Apps),2023-10-12,18/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,e20837c350e7b0aa55bbe525e386281523af8e400c0b9958981827b710a2771e
True,False,BM - PAGOS MÓVILES (Apps),2023-08-29,31/08/2023,Solicitud Email,0.0001922337562475,0.0001519641364637,TC Garantizada,TC-CUENTA,31d189434092417bb90d686a66542a77b496c5cdede7dce410c6293c5edfca6d
True,False,BM - PAGOS MÓVILES (Apps),2023-12-02,11/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,70c84adc551c138e19b83a506ae29494386f0fb1b8769e588f4aee7442b4a4ed
True,False,EB - E-BANKING,2023-10-12,13/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,e43d6c5773e764b90f9cc5136588d6990bd6cbe9200455ce8d42447a8ed61f7d
True,False,EB - E-BANKING,2023-10-02,09/10/2023,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,e37d1dc87a1ced003349eba9c52e0c6b7703db5771bd5ef1b91b0bbb49bd36fc
True,False,EB - E-BANKING,2024-01-10,16/01/2024,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,93d2232d1d5298bbb7432f5d7012fba2ce1713f911a8716bdbaa87df0204d499
True,False,BM - PAGOS MÓVILES (Apps),2023-11-28,26/12/2023,Solicitud Email,0.0,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,3292ce4f943e99f54705f33b7ce08d4e01bbd39848634d4a6e810f26d4f992b9
True,False,BM - PAGOS MÓVILES (Apps),2023-10-10,18/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,743f7813489d8a566c051155ac1114b935c45673ceaec6f967447d6ea2d74a51
True,False,EB - E-BANKING,2023-11-30,04/12/2023,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,b02be173c8a8e9f12fad7bd59c9ec49f95fb48fc71a4a410d17da4230408b546
False,False,BM - PAGOS MÓVILES (Apps),2023-08-24,,Solicitud de funcionalidad,0.6014033064206075,0.9207507028341312,TC,TC-CUENTA,d7620c3762c8a60bf5846ebab90472623d7bdff8040f00eb1bbd51bd87d51648
True,False,EB - E-BANKING,2023-07-14,19/07/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,e9dac4b7b1d9533073d773825b1a0dbd7da44653602c1578cd41c1aaa9269034
True,False,BM - PAGOS MÓVILES (Apps),2024-01-15,23/01/2024,Solicitud,0.0,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,e9b4529b41373bca355aca49e9ceb05dee7c1511628a122edf92a24e1b500076
True,False,EB - E-BANKING,2024-02-14,19/02/2024,Solicitud,0.0001922337562475,7.598206823189727e-05,TC,CUENTA,38dc03d7e190cb0dda8ba45fa3ea472c7408a5c2b7042b10e67a44120ffda49d
True,False,EB - E-BANKING,2023-12-08,15/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,56f1c7a371f89633bcaed9a7f88199810a2b27c3006265ed70ed3ca20a064d9c
True,False,EB - E-BANKING,2023-10-05,09/10/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,6deed412c143d43b0e597a7592b2d217e28d53f410f178fe8b472d035c841555
True,False,BM - PAGOS MÓVILES (Apps),2023-11-07,14/11/2023,Solicitud Email,9.611687812379854e-05,0.0,TC,TC-CUENTA,4e64a7cc2a579e22e462704b7e291495f7faa65664d2201cdb2d1fd201fb3168
True,False,BM - PAGOS MÓVILES (Apps),2024-02-20,15/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,9680f660073178381a2c581282d9f4796b1709a0101608168856139a1080ae39
True,False,BM - PAGOS MÓVILES (Apps),2023-12-06,07/12/2023,Solicitud Email,0.0,0.0,TC Garantizada,TC-CUENTA,4bcb429e3c30a1cf9cd5e0831bb9a5aa719583f06623ad938d2ea6e1fdd967d4
True,False,BM - PAGOS MÓVILES (Apps),2023-11-11,13/11/2023,Solicitud,0.0,0.0,TC,CUENTA,6a8f22f12765b53f5acb21445630b80ff226da106c795a593346bd566b82f341
True,False,BM - PAGOS MÓVILES (Apps),2023-09-21,25/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,a28d6bf815df841b50b48e63611bd1011812346c1bc2d40a4f7c0da36a633fa5
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-09-14,15/09/2023,Reclamación de cuentas,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,2c9450bd3a55a56ea875fe5732299cf69454207283f0117d25a6e25af79b1e15
True,False,EB - E-BANKING,2024-02-28,04/03/2024,Reclamación,0.0001922337562475,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,f1d2266af137f40b7cc3aa05a4cd082c30f2cfe8cec996dc67ad0ce4119abf4c
True,False,EB - E-BANKING,2024-01-28,28/02/2024,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,4de8cd5625aae97a7c6a62434c2d622dac76e3e6c14df9c0febfbc07a30f4b57
True,False,BM - PAGOS MÓVILES (Apps),2023-11-07,15/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,394bb835facafa2e06c23d3b6f20977963e2ee36969e0524b8d738f3d739e58f
True,False,BM - PAGOS MÓVILES (Apps),2023-09-29,11/10/2023,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,abe3b9c8a73f5ed1ddc929aacfa15897112c15526dfabc9309d329d3e176bd40
True,False,EB - E-BANKING,2024-01-26,27/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,a8a53acc58009f469d652ae0aa446ce5af3b81128ceee04b17ba30790e0add2d
True,False,BM - PAGOS MÓVILES (Apps),2023-09-07,14/09/2023,Solicitud Email,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,c57906a4b165b5f710ebb0cb3ad4f09b53be2b3ea8b813243866ae53b6e1b9a8
True,False,EB - E-BANKING,2023-12-11,06/05/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,420f2fac2f546318ace664e55f6538c47e7568b1ee8ad1585f2179c5cdbc23a1
True,False,BM - PAGOS MÓVILES (Apps),2023-09-27,08/04/2024,Solicitud,0.0,0.0,TC,TC ONBOARDING,b9f3911e6f7155ffcf49b7c8d6b18869f0960205763dcd0484db8e8c33f03881
True,False,BM - PAGOS MÓVILES (Apps),2024-01-13,06/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,6497490fbd68e6dbb6d1f3afb7556991d28626b9fee4445f6e353855e4e7012b
True,False,BM - PAGOS MÓVILES (Apps),2023-09-13,14/09/2023,Solicitud,9.611687812379854e-05,0.0,TC,TC-CUENTA-PRESTAMOS,2cc08da9356f174c3ad090f106023ba6c95a2caca2b48594d73c3fa8517643d8
True,False,EB - E-BANKING,2024-02-23,07/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,dfda7ee0a4b2d246878deae02f9be57af39cc8cb3c9c32f3af42e242ce1bc360
True,False,EB - E-BANKING,2023-07-27,28/07/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,ba2ce2a7f7d0fe020f3e0ac87d649e60b4ebe45215267bc50082c2a75d0b3a48
True,False,BM - PAGOS MÓVILES (Apps),2023-11-20,04/12/2023,Solicitud,0.0,0.0,TC,TC,2b6f5866bee2056e822ac8326607886e8c1ffbec9d28bf7ae2de1841ed892c23
False,False,BM - PAGOS MÓVILES (Apps),2024-01-19,,Solicitud de funcionalidad,0.9032103037293348,0.9765215409163436,TC,TC-CUENTA,d7620c3762c8a60bf5846ebab90472623d7bdff8040f00eb1bbd51bd87d51648
True,False,BM - PAGOS MÓVILES (Apps),2023-09-22,22/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,2930a536e8e4e8088c8c02a4438101372c4bcdaeaf598659ba8d21ab68c17b80
True,False,BM - PAGOS MÓVILES (Apps),2023-11-07,14/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,a42b1d084cf7211aa41e68243a23a8a1c0d88bc126bfaf3f7329fb1c7691cd8b
True,False,BM - PAGOS MÓVILES (Apps),2024-01-24,29/05/2024,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,4f9547573534dcdea59100004d2193ce7fcc2a7c7c8c6a1844648d36bd94b4e8
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-09-09,11/09/2023,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,717339f1b04b9f230aa4fea3241b71c62564e7bf8d9ec6d874945780a9605129
True,False,BM - PAGOS MÓVILES (Apps),2023-08-25,25/08/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,bf08b6429e42f6780a6667ccdc9b436b0e04ab27b16f1a384072ccc72675a9c0
True,False,EB - E-BANKING,2023-11-16,31/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,73e1cd5ac463800cb113cc7fa7bfba0de712753018426a31d32be3a9dbd2b710
True,False,EB - E-BANKING,2023-10-27,27/10/2023,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,87b853ad93d6e9db63c3eb0192a72be917ce0d0fae0d9354dced5e5340bfef2c
True,False,BM - PAGOS MÓVILES (Apps),2023-11-11,13/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,103d3f6373116d6b16de59feaf189fe591edcc5d85a330d243bff9b2b568487d
