dias_atraso,limite_credito,fecha_activacion,probabilidad_default_TC,tiene_cuenta,sector,ciudad,TC_garantizada,id_ocupacion,id_tipo_ocupacion,nombre_ocupacion,fecha_nacimiento,id
0.0,0.0319806396127922,2023-08-13,,True,,Santo Domingo Este,,,,,1998-11-03,0e7586294a507fcd9ffbfdb916e34ad4ca1432f45da6ca74759aa9e18606a23a
0.0,0.0199803996079921,2023-10-05,0.4395335437513157,True,PIANTINI,DISTRITO NACIONAL,True,,,,1994-04-01,b59466cf12086e411b22b16a09d00d9b2e4ec615fb7706efa396e5ea10d93e49
0.0,0.0199803996079921,2023-12-23,0.0696150826739255,True,URB.  PALO ALTO,PERAVIA,False,,,,2001-03-12,53bb4be3dbec91f8f705ac743e9b617f742eb07014cdb7056b88067941cd7d91
0.0,0.0199803996079921,2024-01-27,0.7664664790714377,True,LA ESPERILLA,DISTRITO NACIONAL,True,107.0,1.0,Tecnico,1986-11-29,25ae80440b3f6255b5992ba61510c2167a80276f5d0e0ae52acedac0536e75b7
0.0,0.0139802796055921,2024-01-03,0.2310391959042141,True,CRISTO REY,DISTRITO NACIONAL,False,6.0,1.0,Abogado,2002-11-14,c727c02c78e845ba47cdc59991536aed4d352a3928c7f6b2df8c1accb5f8d400
0.0,0.0199803996079921,2023-10-12,0.266511674018049,True,HAINAMOSA,SANTO DOMINGO,False,,,,2000-10-31,9765c242c42effea13cd90c756dc47c0373e738ebd27a46561255b60c00618c5
0.0,0.0199803996079921,2023-09-26,0.1607040626004125,True,EL NACO,BARAHONA,False,,,,2001-09-06,93b3585ffb58ee1d987e39c89b62ee37c73e7f419ce408aa17b5a7faa0e2e507
0.0,0.0199803996079921,2023-10-19,,True,LOS RIOS,DISTRITO NACIONAL,True,,,,2000-04-11,07006b447d0cc1178aae4a2923c36dc0ee21e02b6e01f18eeeb3f93503f2ee34
0.0,0.0399807996159923,2023-11-23,0.1024252426535488,True,CRISTO REY,DISTRITO NACIONAL,False,,,,1998-01-17,ef19998da729789bad7eb0dd8ef6dc94023a3bdc5f959be78e07401907482b4d
0.0,0.0179803596071921,2023-11-02,0.0511292543519836,True,EL ALMIRANTE,SANTO DOMINGO,False,,,,1985-07-03,47efa378b23fa397a544c6863c52c0c81ffd5a5011e3784e74cc5c03bf7d715a
0.0,0.0699813996279925,2022-12-17,0.0698346741108859,False,,,False,,,,1997-05-12,ec4ddc72fe6445767ca8d5756e1b1d456e68da70518fda5ce3ce78395aa56492
0.0,0.009980199603992,2023-08-31,,True,VENECIA,JARABACOA,,,,,2003-08-17,6deed412c143d43b0e597a7592b2d217e28d53f410f178fe8b472d035c841555
0.0,0.009980199603992,2023-12-06,0.3472770797285086,True,LA ESPERILLA,DISTRITO NACIONAL,True,,,,1993-03-25,980868c99f1f83b00571f9d86cf08d671cfeffad0319c9377d2c135986a2fce3
0.0,0.0399807996159923,2023-12-25,0.1133531654654445,True,ALTOS DE ARROYO HONDO,DISTRITO NACIONAL,False,300.0,6.0,Otros,1998-05-16,999d6a69c1bd1aa4dbb35728b7bb25b8908e3e2dcf7aaee387e873710f77d275
0.0,0.0599811996239924,2023-09-02,,True,ALAMEDA,SANTO DOMINGO OESTE,,,,,1999-12-07,e8c2892e5155683c37101682c444964509eed4a407b8422470a9340fac635869
0.0,0.009980199603992,2023-08-14,,True,VILLA HERMOSA,VILLA HERMOSA,,,,,1987-05-16,ea6acfb5d9908f2ccf92380ff3dffc19eea545a054346776758e89166e17da0f
0.0,0.0999819996399928,2023-10-04,,True,GURABO,SANTIAGO,,,,,1999-03-31,a39ddad916ff850a58ba463ba45470e50b495bc9d7fa37848a0bc9fb1d3e6fd9
0.0,0.0199803996079921,2023-09-02,,True,,Los Alcarrizos,,,,,1990-11-09,aacee474526ad4008093eeeb10ea4ae0b6f9b1a0f8909c22a6e149ba0e7d62f1
0.0,0.0199803996079921,2023-11-29,,True,BUENOS AIRES DE HERRERA,SANTO DOMINGO OESTE,,,,,1994-12-20,dc34f74e5010d7ca4466f8c08f119763c2df1c38082dce1df8b930860fe0507d
0.0,0.0799815996319926,2023-09-10,,True,ZONA CENTRICA CEVICOS,CEVICOS,,,,,1994-12-14,04b4dc3287453c43d753c4def2757c23f0788502e288b95ce6bacfed0dceb53b
0.0,0.0319806396127922,2023-07-08,0.050260567771104,True,EL DISTRITO,SAN CRISTOBAL,False,,,,1994-02-24,61d83bee2215b50886ce57c3fa5688cfd46dfae3b4b4abfdb553ec4ecf33f650
0.0,0.009980199603992,2023-09-07,,True,EL PALMAR,EL PALMAR,,,,,2003-06-04,fc0f023b2fd677c986dd6c453a64495af3d5b78b888fa21820926930f5b575c7
0.0,0.1499829996599932,2023-08-31,,True,ALTO DE CASIANO,PLATANAL,,,,,1977-02-01,bb778940f03c44544f3efc0908f8ebc36d5d38f727f40a8fe506fa465d58ca05
0.0,0.0439808796175923,2023-07-14,0.036887539974295,True,MEJORAMIENTO SOCIAL,PERAVIA,False,,,,2003-02-21,6ca82f3d5326bcc51b598780c6e31c170935a3c760cd9c2f72df28e8c4cac55e
0.0,0.0219804396087921,2024-02-10,0.0488016549397635,True,CENTRO DEL PUEBLO,SAN JUAN,False,280.0,6.0,Licenciado,1984-11-01,08bc9042025dd99dcbaa200a715ec06f956d8532693b51905fc1f3d07584ecb9
0.0,0.0319806396127922,2023-11-22,0.0344950599920121,True,LOS AMERICANOS (LOS ANGELES),SANTO DOMINGO,False,,,,1993-04-16,4eba9d98f918e44bc4dc8cbf43ed6e24b0a68ea89f248d855428f2bc32b1d44d
0.0,0.0299805996119922,2023-12-21,0.0838005808862509,True,ISABELITA,SANTO DOMINGO,False,,,,1983-12-01,7145a791cae06a6fd04281c6ded6427c8b06e45b6b18edee8ee301b14fd53719
0.0,0.0359807196143922,2023-11-11,0.2518463924617375,True,LA GUAYIGA,SANTO DOMINGO,False,,,,2001-07-05,acbcac076bb8e70f0cfd0c64c656da3a4702c23af03a32cd981fc59e78bacb18
0.0,0.0299805996119922,2023-09-28,0.6609113336170686,True,SALCEDO,PUERTO PLATA,True,241.0,6.0,Cajero,1995-05-13,6d329cc92939f3aae09d0abf552db7d8b07585f70292d2b1bf098dc40fb7d28e
0.0,0.0439808796175923,2023-11-13,0.0434583504173969,True,SECTOR MALLEN,SAN PEDRO DE MACORIS,False,,,,1997-06-27,3c4ab45681dbf8b2ba7a301565af52ab23b27d3a103e0ae4aa10ca05b168dd31
0.0,0.009980199603992,2023-09-19,,True,PEDRO BRAND,PEDRO BRAND,,,,,1991-02-02,2d74c82078effb0bd4153c08a740658d7a9dad958bcd30a50a8537ff9937b636
0.0,0.1599831996639932,2024-02-08,0.2813227564222599,True,LOS PRADOS,DISTRITO NACIONAL,False,219.0,6.0,Administrador,1998-01-06,4db60507dd402a3a51ac75b8bee2c9eddcd243114571197ec8ffbc9649cc3ddd
0.0,0.0339806796135922,2023-11-18,0.1673166371693575,True,LOS CHARAMICOS,PUERTO PLATA,False,,,,1975-10-05,e72c53481ad9286958c8dfa18c672ecec446c6ccff1e6fd837693cd9232114b7
0.0,0.5999919998399968,2023-09-27,0.132980087713868,True,SAN BARTOLO,LA VEGA,False,,,,1994-08-19,093f24ebddd2f121d079b52a4fc0a23c44d2b24a128a15a3795848fbd8a908ca
0.0,1.0,2023-09-15,,True,,La Romana,,,,,1991-01-24,a3b40bc3c4fe0aa549910ed10ecc725ae4af8d2367ba9b9f6e5492a61b6b9a0c
0.0,0.0399807996159923,2023-09-25,0.2471191886927588,True,EL TAMARINDO,SANTO DOMINGO,False,,,,1985-09-03,9840743560563aa63db82cad74e70ed700bf43e7833494f37ccc57ce705b3bea
0.0,0.0199803996079921,2023-11-02,,True,ENSANCHE NACO,DISTRITO NACIONAL,True,,,,2000-09-27,786045b88bf48bafe1f33fe7d6aa622be817de8136677ed2e5ac5deaa6be641b
0.0,0.0199803996079921,2024-02-09,0.1273910542715374,True,SAVICA,LA ROMANA,False,225.0,6.0,Almacenista,1985-01-12,a2512134a95dd955f1e766abbffc6f4219220939feee26691d17b09386112726
0.0,0.0839816796335926,2024-02-19,0.0761212213364002,True,BOCA CHICA,SANTO DOMINGO,False,114.0,2.0,Administrador,1992-11-14,5fcbf9ba24aebf226d541945f125b159c96250ea9decf742885924f3d01899df
0.0,0.009980199603992,2023-08-08,0.0993894276412759,True,CRISTO REY,DISTRITO NACIONAL,False,,,,2000-05-27,e11ca862225bcfcbcde507b627a33910c9344188b860bd2649bbc972957a44a6
0.0,0.0339806796135922,2023-10-27,0.1941510572299015,True,LOS POMOS,LA VEGA,False,,,,1993-12-07,4bd09375047c54831bbe2ff2c1297a4a5c4fa51f072089c499d1f8d4c3868d69
0.0,0.0159803196063921,2023-07-11,0.1491469264641497,True,VILLA CERRO,LA ALTAGRACIA,False,,,,1998-02-08,07e6b57001f3c85aa630339ecc0522e7f01e545e8d977b4c9ec72e6b06aabb00
0.0,0.009980199603992,2023-11-27,,True,LA AVIACION,LA ROMANA,,,,,2002-12-31,2b3aa9e98b5cb7c0c2d21a96a240334fc0aeb8c40165f39f318c9740a95cab7e
0.0,0.1099821996439928,2024-01-31,0.0063154589084142,True,MIRAMAR,DISTRITO NACIONAL,False,217.0,6.0,Abogado,1990-01-27,5553d1ca95c27b4d47268c20af00c29a267f8be3f5570c05761f20a4376d6be0
0.0,0.2099841996839936,2023-07-09,0.0493782329382327,True,PANTOJA,SANTO DOMINGO,False,,,,1986-03-06,80cb4cfd6e71c6711e0d5de95d1a08a3e90cfc59922ce398a7f53d6e8e79ef42
0.0,0.0199803996079921,2024-02-09,,True,SAVICA,SANTO DOMINGO,True,230.0,6.0,Asistente,2000-06-28,4f75758dd3d330af45ded5cb1b9d00afa14d7d81b370eb93c8ae8fa6df37259e
0.0,0.0399807996159923,2023-08-21,,True,,,,,,,2000-09-29,3f9d7b5253245bc04e4c41dee12fce34c9e821e6ec1c19a16a93bce022816cd1
0.0,0.0519810396207924,2023-12-01,0.1551431038126073,True,SANTANA,LA ALTAGRACIA,False,,,,1995-04-28,1d1fe032f1fe9929b4c67900ca05c8fc2f23737e0348b11ffe023fde9002e4a4
0.0,0.0399807996159923,2023-10-12,,True,ALTOS DE ARROYO HONDO,SANTO DOMINGO DE GUZMAN,,,,,2002-05-31,29f072c06df7f3f505e34d63976fdd98a691e76db93d39d56e5e0a1c1ec64d6e
0.0,0.009980199603992,2023-07-15,0.195552920672899,True,LOS JARDINES METROPOLITANOS,SANTIAGO,False,,,,1999-10-01,7a4fb493bba9b2bcafcbbec95967fad9ccfc11d23de806bc94441a1dacf108a8
0.0,0.0219804396087921,2024-02-07,0.2894202628738948,True,LA FE,DISTRITO NACIONAL,True,58.0,3.0,Estudiante,1999-11-10,60fb9a34c75535ef14a5907fee0f42f7f540a77a8d770c02bab9519794642b46
0.0,0.0479809596191923,2023-11-30,,True,SANTO DOMINGO,LA VEGA,,,,,1975-07-27,339469696ae34d2f020b1a7c74ab5d0253b93e5da77271c41ca8fcb8322ad5d3
0.0,0.0199803996079921,2023-07-13,0.0647985868134884,True,ANDRES,SANTO DOMINGO,False,,,,2001-03-31,7c261454476a4e9fbe2f5c9033c17429bef8a7b6592bf69c5463512f015e8d11
0.0,0.0199803996079921,2023-08-01,0.0739259837495107,True,GAZCUE,DISTRITO NACIONAL,False,,,,1998-12-15,46fbeda3fbf09b2a8e6faa5fb7a94777031d627dea5fb356f126c17b6ae915a8
0.0,0.009980199603992,2023-08-24,,True,HERMANAS MIRABAL,SALCEDO,,,,,1997-12-19,6ed8bae57a822c1ed4d8801749f2bd439a47a8c88aa0b599151f16c90b15799d
0.0,0.011980239604792,2024-01-03,0.0520466313840552,True,VILLA FARO,SANTO DOMINGO,False,280.0,6.0,Licenciado,2000-08-01,926526aeb4432853ceab7c4641806722e5b5e00344ed66c96f0eae22b5da315d
0.0,0.379987599751995,2023-07-11,0.1678797468959759,True,VILLA CONSUELO,DISTRITO NACIONAL,False,,,,1978-09-09,73b0b8f3b38bd88e173840c0704270e68811166d76b8b15066ffd16fa56ac7dd
0.0,0.2019840396807936,2023-11-27,,True,LOS MINA NORTE,SANTO DOMINGO ESTE,,,,,1995-07-27,2cc374ed0ee71ececfd3ea015cf76391866057b4aa3c9196445130b94a9a72eb
0.0,0.0199803996079921,2023-10-12,0.0863646544669524,True,ENSANCHE LA FE,SAN JUAN,False,269.0,6.0,Farmaceutico,1997-10-31,9ce73b69683e5910751f6c9c983530dac5395d4c948ac2a43c84a8120e94daeb
0.0,0.0239804796095921,2023-11-28,,True,LOS PERALEJOS,SANTO DOMINGO DE GUZMAN,,,,,1996-08-06,1a572a3b45736c257c141aaa4a8a574f8429d9b0212e8d03d360f7c3de01bbeb
0.0,0.009980199603992,2023-10-25,,True,MANOGUAYABO,SANTO DOMINGO,True,,,,1995-04-14,905d7c553015cd50b88a8d59c71f68f117bea0fdc063ce5a2fe30c3cad0db396
0.0,0.009980199603992,2023-12-11,0.132778056937684,True,LA TORRE,SAN CRISTOBAL,False,,,,2001-10-25,fd0bd460407938917ea0eb092e3eeedab40f10d2fd3989b8d7923e00c73b0b2c
0.0,0.1059821196423928,2023-07-07,0.0477818463534822,True,SANTO DOMINGO,LA VEGA,False,,,,1984-09-30,a8b42f45d3d57ec5df0bc6d5b8f84f6f32f1f29294d97bd8c540ebc28bf21514
0.0,0.0399807996159923,2024-02-20,0.0467050937731128,True,LAS CHARCAS,SANTIAGO,False,233.0,6.0,Auxiliar,1997-12-04,58dfb578626cad98ca1d6e7e050de3cd449c9775702b9d0ea404a1484be28a1f
0.0,0.0499809996199924,2023-07-16,0.0755073246805434,True,SAVICA,SANTO DOMINGO,False,,,,2000-12-28,7d57fb4193fe7fa80426893c91c7a3f4703e02b3c7e2770b15c27879aff9840a
0.0,0.0299805996119922,2024-01-24,0.2963127724658165,True,BAVARO,LA ALTAGRACIA,False,318.0,6.0,Vendedor,1994-11-14,20925c759615c89fc2d77512f8d226c68078183f545387fbce74aac20b2cc6a5
0.0,0.0319806396127922,2023-08-08,0.0574757467209884,True,LOS RESTAURADORES,DISTRITO NACIONAL,False,,,,1988-09-30,3a4028d9c019bd226276e0a64d4e604d10c5a87744ce408426843929112343f5
0.0,0.0519810396207924,2023-08-10,0.0077715447072641,True,SABANA PERDIDA,SANTO DOMINGO,False,274.0,6.0,Ingeniero,1998-10-02,3e7a2a1988ebef7d06ebbeb9484924e50ddd494c6f778f046eb11c65b850c636
0.0,0.0319806396127922,2023-10-03,,True,CENTRO DE LA CIUDAD,SAN PEDRO DE MACORIS,,,,,1990-08-04,1532daf2622519fdef90eb9466d48e8fcd9b07c213ae95925e30d1d0268e20f9
0.0,0.1799835996719934,2024-01-23,0.1467458994516405,True,GURABO ABAJO,SANTIAGO,False,213.0,2.0,Vendedor,1999-12-15,775f7be5dbf2bd0989698dca2c54bb733459d1a91cdfe2ea18b3e63f5429ae01
0.0,0.0299805996119922,2024-01-08,,True,SANTO DOMINGO,LA VEGA,True,198.0,2.0,Pintor,1999-12-01,cff0904cc3b2196b94d6a737dd57d69624d49c37983337eed4261aa1826b7e67
0.0,0.0339806796135922,2023-11-16,,True,ALTOS DE ARROYO HONDO,SANTO DOMINGO DE GUZMAN,,,,,1995-06-04,275478a5c6a0b17b707edff245f077bafa7cbeb532e242069dc5f69c8bf40c18
0.0,0.0199803996079921,2023-11-15,,True,PUEBLO NUEVO,DUARTE,True,,,,1998-01-12,17fa31b7f7231587f31b585f1c3392ea418bcdaa0d6c1c28a100b175e3105567
0.0,0.0199803996079921,2023-09-14,,True,PALMA REAL,SANTO DOMINGO DE GUZMAN,,,,,1997-11-30,dfb2be504d9cd66e79df850935e5f1dafd36298fe38b58ee86c564d1cc58d153
0.0,0.009980199603992,2023-08-04,0.2577318362412464,True,LA PINA,SANTO DOMINGO,False,,,,2000-09-05,ebe75606823208f42f3973ee1c7f9a734bc209215f709eb7ba6c1c38abfe8e3e
0.0,0.011980239604792,2023-07-26,0.0599528790668546,True,ENSANCHE LA PAZ,LA ROMANA,False,,,,1999-04-28,29791900594bc7dcfb2d2c23988784cba59a129c1eb788beae453ce57a1c6e79
0.0,0.0319806396127922,2024-02-09,0.2020893939668722,True,LAS AMERICAS,SANTO DOMINGO,False,80.0,1.0,Militar,1997-06-24,dde7a9f40be4a07701a207a56544dc8ca8dab01e07e630d8588c46378ddc6349
0.0,0.0859817196343926,2024-02-12,0.1814194818195789,True,EL ALMIRANTE,SANTO DOMINGO,False,313.0,6.0,Supervisor,1993-02-10,1d89c3679b40c85b13a210c775fcbbd498ca7e68d84d681a47fc8f795157b1f9
0.0,0.1999839996799936,2023-11-04,0.1774103202370821,True,PALMA REAL,DISTRITO NACIONAL,False,,,,1992-07-23,788475e4a20ef96435da403ef64feceeb6d014800b763c4d704706f4022528ac
0.0,0.499989999799996,2024-01-25,0.0995332714048529,True,MIRADOR NORTE,DISTRITO NACIONAL,False,219.0,6.0,Administrador,1982-08-17,ab4e0a8114c9f36250f27e86f98be1534a99624226cdd11c9465a6a4d100c16c
0.0,0.0259805196103922,2024-01-24,0.2112857768865478,True,SAN CRISTOBAL,PUERTO PLATA,False,316.0,6.0,Tecnico,1991-10-29,6218b558739ee274cedcc17dbbd3a1efd622e5dd174279244fb23507966e3fba
0.0,0.009980199603992,2024-01-30,0.0869426649584858,True,URB.  FERNANDEZ,DUARTE,False,137.0,2.0,Camarero,1986-03-17,ee1fa64a075e8c14683818052a9301d3fbc68df807a7eab682090a1ba456eae1
0.0,0.009980199603992,2023-10-16,,True,HERRERA,SANTO DOMINGO,True,,,,1999-07-04,659b7a890cfb66b51efb900837b61e11baeedc0f7983b0874a53b68e4058f3a8
0.0,0.3299865997319946,2023-11-15,0.0096559957399593,True,BAVARO,LA ALTAGRACIA,False,,,,1988-07-04,2b6582923fb09ca35c33f4f844beb0551222d85aed0a2d48390ec419221e37ef
0.0,0.0159803196063921,2023-11-03,0.1449675621072362,True,EL TAMARINDO,LA ALTAGRACIA,False,,,,1996-10-31,0e352edf4e3b3f711a41d8dc160bf79af2bdcc157a84d66ccfaa055d9c046cda
0.0,0.0699813996279925,2023-10-19,0.2077016104298729,True,LA CIENAGA,BARAHONA,False,,,,1996-12-04,36f1ebb81d87a36d74611086e0c09d74707ddab4da0450501b7c5a9207e89e5c
0.0,0.009980199603992,2023-11-17,0.1148498628952703,True,LA FE,DISTRITO NACIONAL,False,,,,1991-11-21,3a61f556505d2945a66e2334ea4abb0b8589ddcd76acb7648a8f3cdde756082b
0.0,0.0599811996239924,2024-02-16,0.1561288283165739,True,CRISTO REY,DISTRITO NACIONAL,False,265.0,6.0,Enfermera,2001-03-13,fa99374babef6f9ef8134a597b1723eee04f92ba67467bc840317a996626081d
0.0,0.1599831996639932,2024-02-03,0.1845894895413444,True,VILLA ROSA,LA VEGA,False,151.0,2.0,Decorador,1978-03-09,158edbdfa9cc505aaa863aa9955767170fb9906c69fb7da6e63fe0cca67d07cb
0.0,0.0199803996079921,2023-11-12,0.3917980090739074,True,SAVICA,LA ALTAGRACIA,True,,,,1987-06-04,6da0f2dbe57e4e0ad9338e58f0185ce6ee6b839e9381f4e34a16ca9a55c531a0
0.0,0.0199803996079921,2023-07-27,0.1127997827052503,True,SAN JOSE DE MENDOZA,SANTO DOMINGO,False,,,,2003-07-23,7f502e4c70bdc00839e1924de16eb334bf2521f128acb3630deea20aa2da591e
0.0,0.0479809596191923,2023-08-15,,True,SAN CRISTOBAL,MAIMON,,,,,1996-12-13,6bdaddeddda0aa2e4e3b3c5c8dd5c5e2a883df27b48610ac7e6272a5d0b80a24
0.0,0.0259805196103922,2024-01-10,,True,MENDOZA,SANTO DOMINGO,False,300.0,6.0,Otros,1999-12-20,1ab0109f7c63407e4ccdae75ed3810407cef6cd94778a7dbf34409e15cc22ca6
0.0,0.0599811996239924,2023-08-04,0.0790929958135594,True,SAN CRISTOBAL,PUERTO PLATA,False,,,,1997-05-20,c9a4a7076d0870b75d60032dc08d04c73d9892975febc5efa1374b0d31edbb43
0.0,0.0139802796055921,2024-02-19,0.3666181822607168,True,PALMAREJO,SANTO DOMINGO,True,244.0,6.0,Camionero,1987-08-31,2aa59850d2c383679bef93d46b5ae73dc97d2be693f36553401f2d7793524439
0.0,0.5999919998399968,2024-02-05,0.0439460294264628,True,VILLA NAZARETH,LA ROMANA,False,219.0,6.0,Administrador,1965-06-01,228b92d55dbb39e3042faa5543ca1d37b711f67e328176f4bd4e7e86daa6e2b0
0.0,0.0499809996199924,2024-02-17,0.1541539325350901,True,LOS RESTAURADORES,DISTRITO NACIONAL,False,211.0,2.0,Tecnico,1995-11-10,f6eeebe1c7d5fc8b69725696c8ca22461bf4c11e6417ee7e720c1560186a0ab2
0.0,0.0359807196143922,2024-02-02,0.1813493982589447,True,EL MILLON,DISTRITO NACIONAL,False,183.0,2.0,Mercadologo,1980-05-20,34acdedbadf2393bbbf4d6fb43128a1409ec2eacc305bebf803dc5d78666eb6b
0.0,0.0199803996079921,2023-11-28,,True,GUARICANO,SANTO DOMINGO NORTE,,,,,1979-05-15,807dc8257e39ce00f7f84560fc6655590abd83d821b381aa2e8f13378bc374bd
0.0,0.0199803996079921,2023-08-28,,True,SABANA PERDIDA,SANTO DOMINGO NORTE,,,,,1997-05-24,85c28df2d30e99d85b3b288e57c5bdaf0f930b95a77af317e6305e0b08a90aba
0.0,0.0419808396167923,2024-02-26,0.1862037388434877,True,EL CAIMITO,ESPAILLAT,False,282.0,6.0,Maestro de construccion,1983-10-14,a709f004c7ce16a10994845b2398e341d7c2f55891ce41eed1487bcec0a547da
0.0,0.0219804396087921,2023-09-13,,True,VILLA MELLA,SANTO DOMINGO NORTE,,,,,1993-04-04,7581022a816339e622fe2940df0065f4d6cdace93d45ef8906a24945260bb2f9
0.0,0.009980199603992,2023-09-29,0.4562110761540218,True,VILLA JUANA,DISTRITO NACIONAL,True,,,,2000-05-23,53ca48903f78782599818f6151a179217a6e5c6ec98bdaa4a838a30bb5ed90d4
0.0,0.5519910398207964,2023-11-11,,True,VILLA DUARTE,SANTO DOMINGO ESTE,,,,,1993-06-30,716d1113f52bcaba8ff206d28d0f0512f47c2070cb7d0d103096940fb6100b6e
0.0,0.0319806396127922,2023-08-30,,True,PANTOJA,PANTOJA,,,,,1980-12-13,86855094437f8edce5ee27cf47fd3fdf939cfb38d7998c830e65c192255acd08
0.0,0.0659813196263925,2023-11-01,0.1926566913402935,True,SAN ISIDRO,SANTO DOMINGO,False,,,,1998-04-22,052c44dbd79140d194c30821713eda78ad851ae9274b16c75cb18fbef956676e
0.0,0.0839816796335926,2023-11-24,,True,,Santo Domingo Este,,,,,1997-01-17,ec51361fbb4bb314e1669c6715578eea7e73e31c73415ac1fbd3ad2a40b6ad2d
0.0,0.011980239604792,2023-11-07,0.0705190638268478,True,LOS LOPEZ,ESPAILLAT,False,,,,1999-08-24,44e4b9efb9a7cdd3a9bc2e46843028eb3cd5562116c27ba8f99ff75f4509123a
0.0,0.0199803996079921,2023-10-28,,True,ENSANCHE OZAMA,SANTO DOMINGO ESTE,,,,,2003-06-23,326143978c02224d4e1754dfcebdb73f2acf214c4d301f4f57c36c8604ef234e
0.0,0.0299805996119922,2023-10-12,,True,CANCINO,SANTO DOMINGO,True,,,,2001-02-01,5b78e7818b2c2e8d3b01098ad53e85ba0e6f935681e166affd580ed320e1b860
0.0,0.0899817996359927,2023-10-24,,True,JERUSALEM,BARAHONA,True,,,,1979-09-15,906ddc1c094a1b86095a3d71dd2885075b2c8e7c18bfe36b64e0a92d874e7533
0.0,0.0199803996079921,2024-01-18,0.2609870393181487,True,SABANA PERDIDA,SANTO DOMINGO,False,233.0,6.0,Auxiliar,2003-11-19,f377aed3f6fc557bdc5a59d8f740c9a781ba0fef13008205e092d4379b1831ed
0.0,0.0879817596351927,2023-08-15,,True,BARCEQUILLO,BAJOS DE HAINA,,,,,1996-10-03,d519453cc2d666adf6eeb6538c7267b55a352ea9e10fa5eb6468a5398b2f6fce
0.0,0.009980199603992,2023-10-27,,True,BELLA VISTA,DISTRITO NACIONAL,True,,,,1986-12-30,b0d4a47646021b75d2b145f80a5e841c3170320a86aacd39245ee89e44d80445
0.0,0.1959839196783935,2023-08-08,0.1918376205793359,True,PIANTINI,DISTRITO NACIONAL,False,241.0,6.0,Cajero,1996-01-18,38dc03d7e190cb0dda8ba45fa3ea472c7408a5c2b7042b10e67a44120ffda49d
0.0,0.0199803996079921,2024-01-02,,True,ENSANCHE  BOLIVAR,SANTIAGO,True,233.0,6.0,Auxiliar,2000-10-27,2090ec7ddc091d6a7c59dbfb04a77a813316a3b9c557333a91634dfb421afc0e
0.0,0.0199803996079921,2023-08-11,0.1903694006568386,False,ABANICO,DAJABÓN,False,102.0,1.0,Secretaria,1997-09-14,e6cb58702bf1b79540c13124cbbb5eda6dd76f04719551e2917da276cf25c36f
0.0,0.011980239604792,2023-08-09,0.1614484166208792,True,VIEJO ARROYO HONDO,DISTRITO NACIONAL,False,274.0,6.0,Ingeniero,2002-07-29,4dd3b656e36ec7843bf6d4444fd4758610c9d0ece044dd8664feba55837e98f0
0.0,0.011980239604792,2023-11-20,,True,SAN JOSE DE MENDOZA,SANTO DOMINGO ESTE,,,,,1988-02-08,d51f15f02966315261d14be7f92df250dbc6bcfc4faa720bbe33361095d40d58
0.0,0.009980199603992,2023-09-19,,True,PIANTINI,SANTO DOMINGO DE GUZMAN,,,,,1971-12-02,c0b78d3743c4ad8b6f505f6e59b308e802f5c054f03beda862aa584f951f77cd
0.0,0.011980239604792,2023-10-17,0.1254209357258738,True,LA CIENAGA,BARAHONA,False,,,,2002-06-19,0b388297e4e3677f1e92cd71437695a6a4e55f3b0fde70b8c89f91fa3a7723bb
0.0,0.0299805996119922,2023-11-01,,True,VILLA CARMEN O LA GALLERA,SAN JUAN,True,,,,1991-12-15,dff1a21584e898c3490d4ccb5f325420849845f170d9d5512189748d38be5942
0.0,0.0199803996079921,2023-10-26,0.1409880293959724,True,ALTOS DE ARROYO HONDO,DISTRITO NACIONAL,True,,,,2001-05-05,553c5f854a7d3a26cd2aba550e2b43560dcd672bd14c956fe5ce10b624ad8448
0.0,0.009980199603992,2023-07-26,0.1272090667886517,True,SANTO DOMINGO,LA VEGA,False,,,,2002-11-14,4889316c265a98a2b8d2ad656e0b3f878c95199bc1b66ed1f09aa963b0b7429e
0.0,0.2819856397127943,2023-10-12,0.0060873527449605,True,ATALA,DISTRITO NACIONAL,False,,,,1993-10-25,3e68f48f99265d9f51d2fa32d844815d5763abc1ad48f2ed5c81b786c2f59961
0.0,0.0399807996159923,2024-02-20,0.1331094749216241,True,LA FE,DISTRITO NACIONAL,False,251.0,6.0,Comerciante,1991-01-05,626df8b22790db1ecda0e52b5180f96663732bc9920735806962b77933682c43
0.0,0.0199803996079921,2023-11-02,0.6309185477009525,True,LOS RIOS,DISTRITO NACIONAL,True,,,,1992-03-16,4a2437dd8beac9412929bf5f950e7ec082c9cc2d56ca8f9dc127f19b39624e34
0.0,0.0199803996079921,2023-11-01,0.1209114460299788,True,SABANA PERDIDA,SANTO DOMINGO,False,,,,2002-08-08,ab055e7cf67e93660298c89516bf704787e6fdd1115528da05f120c52f678dc7
0.0,0.4499889997799956,2023-12-02,0.1813094106620199,True,GURABO ABAJO,SANTIAGO,False,288.0,6.0,Mercadologo,1989-01-03,94fd65341194b7c214e365b9b7c96c181d4d283855fc55e490273e22d8b01ec6
0.0,0.0619812396247924,2023-08-18,,True,MIRAFLORES,SANTO DOMINGO DE GUZMAN,,,,,1988-09-27,d7134bff322e95f29c62665a2d160381407d70fa1aabdc0475e622c4c4569024
0.0,0.0599811996239924,2023-10-07,,True,,,,,,,2002-09-03,1d426d56d57ec27b818e6f9c9bdbf439ccc94505b42795f6dbbdb496a039972b
